"""Molecule ChEMBL ID",Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value
"""CHEMBL4202651",,0,381.48,0,4.33,COc1cc2nc(-c3ccc(C)o3)cc(NC3CCN(C)CC3)c2cc1OC,IC50,'=',750,nM,6.12
"""CHEMBL4203655",,0,450.58,0,4.45,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CCNCC1,IC50,'=',414,nM,6.38
"""CHEMBL4212218",,0,504.68,2,5.57,COc1cc2c(NC3CCC34CCN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',316.23,nM,6.5
"""CHEMBL1435948",,0,418.47,0,1.37,COc1ccc(S(=O)(=O)N2CCN(C(=O)C3COc4ccccc4O3)CC2)cc1,IC50,'=',5820,nM,5.24
"""CHEMBL1568915",,0,454.7,1,7.75,C/C(=C/CCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O,IC50,'=',5930,nM,5.23
"""CHEMBL1437464",,0,378.43,0,3.91,CCOC(=O)C1CCCN(C(=O)c2cc(-c3ccco3)nc3ccccc23)C1,IC50,'=',6420,nM,5.19
"""CHEMBL1332402",,0,490.54,1,5.25,Cc1ccc(NC(=O)CN2C(=O)S/C(=C/c3ccc(-c4cc(C(=O)O)ccc4C)o3)C2=O)cc1C,IC50,'=',11300,nM,4.95
"""CHEMBL3109084",,0,358.38,0,2.76,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NSc1ncccc1[N+](=O)[O-],IC50,'=',20000,nM,4.7
"""CHEMBL564490",,0,366.45,0,-0.53,CN1CC[C@@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)C1,IC50,'>',10000,nM,
"""CHEMBL1346592",,0,444.45,0,3.02,Cc1ccccc1NC(=O)CN1C(=O)N/C(=C\c2cccn2-c2cccc(C(=O)O)c2)C1=O,IC50,'=',6370,nM,5.2
"""CHEMBL1341590",,0,541.37,1,3.08,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)c3ccc(COc4cccc(Cl)c4Cl)o3)C2SC1,IC50,'=',8670,nM,5.06
"""CHEMBL1704614",,0,258.28,0,3.89,O=C1C(=O)c2c(ccc3ccccc23)-c2ccccc21,IC50,'=',1340,nM,5.87
"""CHEMBL580076",,0,362.48,0,4.05,COc1ccc2nc(C)cc(Nc3ccc(N4CCN(C)CC4)cc3)c2c1,IC50,'=',11400,nM,4.94
"""CHEMBL4640870",,0,458.59,0,2.2,O=C(CSc1ncnc2sccc12)N1CCN(Cc2cc(=O)n3ccsc3n2)CC1,IC50,'=',27200,nM,4.57
"""CHEMBL552309",,0,383.43,0,-0.83,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',1500,nM,5.82
"""CHEMBL4874514",,0,494.59,0,4.23,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(C4CC(C(=O)NO)C4)CC3)c2cc1OC,IC50,'=',540,nM,6.27
"""CHEMBL4854659",,0,517.59,1,4.66,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ccc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'=',8410,nM,5.08
"""CHEMBL4845706",,0,520.63,1,4.54,COc1cc2nc(C3CCCCC3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4208004",,0,492.66,1,5.43,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',32,nM,7.5
"""CHEMBL569864",,0,490.65,0,3.87,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,IC50,'>',10000,nM,
"""CHEMBL599367",,0,291.26,0,0.99,O=C(O)CCCC(C(=O)O)N1C(=O)c2ccccc2C1=O,IC50,,,,
"""CHEMBL418052",S-ADENOSYLHOMOCYSTEINE,0,384.42,1,-1.44,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',4000,nM,5.4
"""CHEMBL1985987",,0,403.44,0,3.43,C/C(=N\NC(=O)c1cc(O)cc(O)c1)c1ccc(NC(=O)Cc2ccccc2)cc1,IC50,'=',4690,nM,5.33
"""CHEMBL1377441",,0,457.27,1,5.04,O=C(O)c1ccc(-c2ccc(/C=C3\NC(=O)N(Cc4ccc(Cl)cc4)C3=O)o2)cc1Cl,IC50,'=',4540,nM,5.34
"""CHEMBL1523953",,0,531.72,2,7.3,Cc1ccc(S(=O)(=O)N2[C@H](c3ccc(C(C)C)cc3)CC=C(C(=O)O)[C@@H]2c2ccc(C(C)(C)C)cc2)cc1,IC50,'=',5040,nM,5.3
"""CHEMBL1360321",,0,265.18,0,0.28,CN1C(=O)NC(=O)/C(=C\c2ccc([N+](=O)[O-])o2)C1=O,IC50,'=',2080,nM,5.68
"""CHEMBL582503",,0,273.38,0,4.51,c1ccc2c(c1)c1c(c3ccccc32)CN2CCCC2C1,IC50,'>',99000,nM,
"""CHEMBL1429479",,0,296.28,0,2.25,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccoc3)C2=O)cc1,IC50,'=',4000,nM,5.4
"""CHEMBL1972915",,0,554.97,1,4.69,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],IC50,'=',4290,nM,5.37
"""CHEMBL3414633",,0,378.79,0,3.91,O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccc(O)c3ccccc23)ccc1Cl,IC50,'=',12000,nM,4.92
"""CHEMBL1564869",,0,334.33,0,2.46,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,IC50,'=',390000,nM,
"""CHEMBL551787",,0,410.46,1,-1.03,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCN[C@H](C(=O)O)C2)[C@@H](O)[C@H]1O,IC50,'>',100000,nM,
"""CHEMBL562689",,0,366.45,0,-0.49,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSC[C@H]2CCCN2)[C@@H](O)[C@H]1O,IC50,'=',31000,nM,4.51
"""CHEMBL1571625",,0,300.34,0,0.91,CC1=NN(c2ccccc2)C(=O)C1/C=C1\NC(=S)NC1=O,IC50,'=',8390,nM,5.08
"""CHEMBL256098",,0,475.53,0,4.47,Cc1ccc(NC(=O)CN2C(=O)S/C(=C\c3cccn3-c3cccc(C(=O)O)c3)C2=O)c(C)c1,IC50,'=',9170,nM,5.04
"""CHEMBL1446088",,0,383.4,0,3.86,CCN(CC(=O)Nc1c(F)cccc1F)C(=O)c1cccc(-n2cccc2)c1,IC50,'=',27400,nM,4.56
"""CHEMBL4855823",,0,434.45,0,3.95,COc1cc2nc(-c3ccc(C)o3)cc(NCc3ccc(C(=O)NO)cn3)c2cc1OC,IC50,'>',10000,nM,
"""CHEMBL4554522",,0,685.83,3,6.26,COc1ccc(CN2CCC(Nc3nc(Nc4ccc(NC(=O)CCCCCCC(=O)NO)cc4)nc4cc(OC)c(OC)cc34)CC2)cc1,IC50,'=',14000,nM,4.85
"""CHEMBL1489",AZACITIDINE,4,244.21,0,-3.17,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,IC50,'=',300,nM,6.52
"""CHEMBL4163369",,0,412.58,0,3.92,COc1cc2c(NC3CCN(C)CC3)cc(C)nc2cc1OCCCN1CCCC1,IC50,'=',929,nM,6.03
"""CHEMBL4162957",,0,491.64,0,3.97,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc[nH]c(=O)c3)nc2cc1OCCCN1CCCC1,IC50,'=',1250,nM,5.9
"""CHEMBL4174677",,0,514.67,2,6.03,COc1cc2c(NC3CCN(C)CC3)cc(-c3cc4ccccc4o3)nc2cc1OCCCN1CCCC1,IC50,'=',1070,nM,5.97
"""CHEMBL4162911",,0,504.68,2,5.72,COc1cc2c(NC3CCN(C4CC4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',413,nM,6.38
"""CHEMBL4162206",,0,508.75,2,6.44,COc1cc2c(NC3CCN(C(C)C)CC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,IC50,'>=',1400,nM,
"""CHEMBL1995706",,0,549.36,1,4.31,COc1ccc(Br)cc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],IC50,'=',3390,nM,5.47
"""CHEMBL1609276",,0,406.19,0,2.81,O=C1COc2ccc(C(=O)COC(=O)/C=C/c3ccc(Br)o3)cc2N1,IC50,'=',12200,nM,4.91
"""CHEMBL104663",,0,493.55,0,3.65,N=C(N)NCCCS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N+](=O)[O-])ccc23)cc1,IC50,'=',6830,nM,5.17
"""CHEMBL1482590",,0,384.44,0,1.56,C=C(C)C(=O)Nc1cccc(C2=NOC3(C2)C[C@H](C(N)=O)N(C(=O)CC)C3)c1,IC50,'=',4320,nM,5.37
"""CHEMBL1510676",,0,447.61,1,6.02,Cc1ccc(C2C(/C=C3/SC(=S)NC3=O)=C(c3cccs3)Oc3ccccc32)cc1,IC50,'=',3740,nM,5.43
"""CHEMBL1706407",,0,459.53,1,6.38,CN(c1ccccc1)c1ccc(/C=C(/CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],IC50,'=',9980,nM,5
"""CHEMBL1430983",,0,420.83,0,4.2,COc1cc(/C=C2\SC(=O)N(Cc3ccc(Cl)cc3)C2=O)cc([N+](=O)[O-])c1O,IC50,'=',4600,nM,5.34
"""CHEMBL1509648",,0,421.41,0,4.7,Cc1ccc(/C=C/C(=O)Nc2ccc([N+](=O)[O-])c(NC(=O)/C=C/c3ccc(C)o3)c2)o1,IC50,'=',7180,nM,5.14
"""CHEMBL1967046",,0,185.19,0,1.99,c1coc(-c2ccc3nncn3c2)c1,IC50,'=',4580,nM,5.34
"""CHEMBL1461389",,0,308.38,0,3.7,Cc1ccccc1NC(=O)CSc1ccsc1[N+](=O)[O-],IC50,'=',7700,nM,5.11
"""CHEMBL1560629",,0,491.43,0,3.3,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1,IC50,'=',10700,nM,4.97
"""CHEMBL1395998",,0,385.47,0,4.53,CN(C)C(CNC(=O)c1cc(-c2ccco2)nc2ccccc12)c1ccccc1,IC50,'=',6250,nM,5.2
"""CHEMBL1566530",,0,498.81,0,4.97,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S,IC50,'=',4700,nM,5.33
"""CHEMBL1391256",,0,315.37,1,5.11,O=C1CCCC2=C1C(c1ccco1)Nc1ccc3ccccc3c12,IC50,'=',6620,nM,5.18
"""CHEMBL1472200",,0,426.52,0,4.15,CCOC(=O)Cc1csc(NC(=O)c2sc3nc4cc(C)ccc4cc3c2N)n1,IC50,'=',70900,nM,4.15
"""CHEMBL1411673",,0,326.31,0,1.95,COc1ccc(CN2C(=O)NC(=O)/C(=C\c3ccco3)C2=O)cc1,IC50,'=',12300,nM,4.91
"""CHEMBL1704267",,0,359.36,0,4.4,O=C(N/N=C/c1ccc(F)cc1)c1cc(-c2ccco2)nc2ccccc12,IC50,'=',5570,nM,5.25
"""CHEMBL1440277",,0,493.61,0,4.86,CC(C)COc1ccc(-c2nn(-c3ccccc3)cc2/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1,IC50,'=',5580,nM,5.25
"""CHEMBL1573309",,0,307.4,0,2.99,CCN(CC)CCn1c2ccccc2c2cnc(N)c(C#N)c21,IC50,'>',99000,nM,
"""CHEMBL1443718",,0,415.42,0,3.63,CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C1=O,IC50,'=',6760,nM,5.17
"""CHEMBL1408747",,0,425.47,0,2.83,O=C(O)c1ccc(-n2cccc2/C=C2/SC(=O)N(CC(=O)N3CCCC3)C2=O)cc1,IC50,'=',3500,nM,5.46
"""CHEMBL1976649",,0,374.83,0,3.41,COc1ccccc1N1CCN(/N=C/c2ccc(Cl)c([N+](=O)[O-])c2)CC1,IC50,'>',99000,nM,
"""CHEMBL418052",S-ADENOSYLHOMOCYSTEINE,0,384.42,1,-1.44,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',800,nM,6.1
"""CHEMBL4757320",,0,457.54,0,3.27,CC(C)(C)c1ccc(NC(=O)c2ncn(CC(=O)NCc3ccc4c(N)nccc4c3)n2)cc1,IC50,,,,
"""CHEMBL555352",,0,564.67,2,2.3,NC(CCSC[C@H]1O[C@@H](n2cnc3c(NCCc4ccc(-c5ccccc5)cc4)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,IC50,'=',5400,nM,5.27
"""CHEMBL297453",EPIGALOCATECHIN GALLATE,3,458.38,2,2.23,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IC50,'=',500,nM,6.3
"""CHEMBL2336409",,0,461.53,1,5.65,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,IC50,'=',12500,nM,4.9
"""CHEMBL4167876",,0,521.71,1,4.94,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(CN(C)C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1270,nM,5.9
"""CHEMBL4169833",,0,478.64,0,4.01,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccnn3C)nc2cc1OCCCN1CCCC1,IC50,'>',10000,nM,
"""CHEMBL4207483",,0,496.63,1,5.13,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCC(F)C1,IC50,'=',833,nM,6.08
"""CHEMBL4215326",,0,476.62,0,4.79,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,IC50,'=',21,nM,7.68
"""CHEMBL4215862",,0,504.68,2,5.57,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C(C)C)C2,IC50,'=',83,nM,7.08
"""CHEMBL1529522",,0,455.44,0,2.96,CCOC(=O)c1nn(-c2ccc(F)cc2)c(=O)cc1OCC(=O)Nc1ccc(OCC)cc1,IC50,'>',99000,nM,
"""CHEMBL1702473",,0,218.21,0,0.59,COC1=C(N)C(=O)c2nc(C)ccc2C1=O,IC50,'=',4940,nM,5.31
"""CHEMBL1529471",,0,418.45,0,2.91,CC(C(=O)Nc1ccc(O)c(C(=O)O)c1)N1C(=O)/C(=C/c2ccco2)SC1=S,IC50,'=',5390,nM,5.27
"""CHEMBL1313324",,0,416.51,0,4.23,O=C(O)CCN1C(=O)/C(=C/c2ccc(-c3nc4ccccc4s3)o2)SC1=S,IC50,'=',4660,nM,5.33
"""CHEMBL1446430",,0,449.5,0,3.12,CCOC(=O)C(NC(=O)CC(C)C)(Nc1sc2c(c1C(N)=O)CCCC2)C(F)(F)F,IC50,'>',99000,nM,
"""CHEMBL1729254",,0,408.54,1,6.12,COc1cc(CCc2ccccc2)c(C(=O)O)c(O)c1C/C=C(/C)CCC=C(C)C,IC50,'=',3500,nM,5.46
"""CHEMBL1332506",,0,374.35,0,3.11,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,IC50,'=',10200,nM,4.99
"""CHEMBL1421172",,0,304.37,0,2.26,CCCCN1C(=O)/C(=C/C=C/c2ccco2)C(=O)NC1=S,IC50,'=',3390,nM,5.47
"""CHEMBL4208004",,0,492.66,1,5.43,COc1cc2c(NCC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',32,nM,7.5
"""CHEMBL4206071",,0,479.62,1,5.15,COc1cc2c(OC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1870,nM,5.73
"""CHEMBL4856184",,0,627.79,2,6.12,COc1cc2c(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',167,nM,6.78
"""CHEMBL1916517",,0,249.27,0,1.65,CN(C)CC1CC(c2ccc([N+](=O)[O-])cc2)=NO1,IC50,'=',150000,nM,
"""CHEMBL4092336",,0,371.42,0,3.09,COC(=O)c1ccccc1NC(=O)CSc1nc2cc(OC)ccc2[nH]1,IC50,'>',100000,nM,
"""CHEMBL3087498",,0,618.58,1,3.61,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@H](O)[C@@H]1O,IC50,'=',0.3,nM,9.52
"""CHEMBL551167",,0,424.48,1,-0.99,COC(=O)[C@@H]1C[C@H](SC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CN1C,IC50,'=',4500,nM,5.35
"""CHEMBL4855461",,0,425.49,0,4.3,COc1cc2nc(-c3ccc(C)o3)cc(N[C@H]3CC[C@@H](C(=O)NO)CC3)c2cc1OC,IC50,'=',2660,nM,5.58
"""CHEMBL44",GENISTEIN,2,270.24,0,2.58,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,IC50,'=',30000,nM,4.52
"""CHEMBL403716",,0,275.31,0,1.84,O=[N+]([O-])c1ccc(C2=NC[C@H](CN3CCCC3)O2)cc1,IC50,'=',150000,nM,
"""CHEMBL4208522",,0,520.72,2,6.21,COc1cc2c(NC(C)(C)C3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',722,nM,6.14
"""CHEMBL4173662",,0,464.61,0,4.87,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccoc3)nc2cc1OCCCN1CCCC1,IC50,'=',978,nM,6.01
"""CHEMBL4166410",,0,482.67,0,4.85,COc1cc2c(NC3CCN(C)CC3)cc(C3CCC(C)O3)nc2cc1OCCCN1CCCC1,IC50,'=',1370,nM,5.86
"""CHEMBL4159955",,0,521.71,1,4.98,CCNCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',618,nM,6.21
"""CHEMBL4166777",,0,540.71,2,6.54,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(-c4ccccc4)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1050,nM,5.98
"""CHEMBL98",VORINOSTAT,4,264.32,0,2.47,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'>',10000,nM,
"""CHEMBL4865830",,0,549.68,1,3.65,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,IC50,'=',555,nM,6.26
"""CHEMBL4847870",,0,514.59,1,4.16,COc1cc2nc(-c3ccccc3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4207526",,0,466.63,0,4.9,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN(C)C)cc3n2)o1,IC50,'=',425,nM,6.37
"""CHEMBL559281",,0,366.45,0,-0.36,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CS[C@@H]2CCC[C@@H]2N)[C@@H](O)[C@H]1O,IC50,'=',94000,nM,4.03
"""CHEMBL1897695",,0,294.35,0,3.39,CCCCCCCCC(=O)c1c(OC)oc(C=O)cc1=O,IC50,'=',8250,nM,5.08
"""CHEMBL1369492",,0,515.69,1,4.55,CCc1nnc(NS(=O)(=O)c2ccc(NC(=S)NC(=O)/C=C/c3ccc(C(C)C)cc3)cc2)s1,IC50,'=',6160,nM,5.21
"""CHEMBL1303651",,0,500.4,2,5.74,O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)SC1=S,IC50,'=',4080,nM,5.39
"""CHEMBL4870578",,0,530.63,2,5.26,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(Cc4ccc(C(=O)NO)cc4)CC3)c2cc1OC,IC50,'=',267,nM,6.57
"""CHEMBL563946",,0,383.43,0,-0.83,Nc1ccnc2c1ncn2[C@@H]1O[C@H](CSCCC(N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',45000,nM,4.35
"""CHEMBL4216663",,0,518.7,2,5.68,COc1cc2c(NCC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',261,nM,6.58
"""CHEMBL4215377",,0,483.06,1,5.83,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(Cl)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',298,nM,6.53
"""CHEMBL2336409",,0,461.53,1,5.65,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1,IC50,'=',6000,nM,5.22
"""CHEMBL2349526",,0,462.33,0,-0.07,Nc1ncnc2c1c(Br)cn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',1900,nM,5.72
"""CHEMBL1231795",,0,509.74,2,5.84,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1OCCCN1CCCC1,IC50,'=',2010,nM,5.7
"""CHEMBL4213346",,0,518.7,2,5.82,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,IC50,'=',200,nM,6.7
"""CHEMBL4204903",,0,516.69,2,5.57,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,IC50,'=',250,nM,6.6
"""CHEMBL4162206",,0,508.75,2,6.44,COc1cc2c(NC3CCN(C(C)C)CC3)cc(C3CCCCC3)nc2cc1OCCCN1CCCC1,IC50,'=',1400,nM,5.85
"""CHEMBL115145",,0,288.25,0,2.08,O=C(O)c1cc(Cc2ccc(O)c(C(=O)O)c2)ccc1O,IC50,'=',47000,nM,4.33
"""CHEMBL4217747",,0,471.6,1,6.29,COc1cc2c(NCc3ccccc3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',624,nM,6.21
"""CHEMBL4203933",,0,532.73,2,6.22,CCc1ccc(-c2cc(NC3CCC34CCN(C)CC4)c3cc(OC)c(OCCCN4CCCC4)cc3n2)o1,IC50,'=',220,nM,6.66
"""CHEMBL4210033",,0,506.69,2,5.83,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCCCC4)cc3n2)o1,IC50,'=',247,nM,6.61
"""CHEMBL1579066",,0,226.23,0,3.11,Oc1cccc2cc3cccc(O)c3c(O)c12,IC50,'=',1900,nM,5.72
"""CHEMBL233896",,0,333.39,0,3.98,CN(C)CCOc1nc(-c2ccccc2)nc2c1oc1ccccc12,IC50,'>',99000,nM,
"""CHEMBL1514259",,0,557.46,2,7.03,COc1cc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)ccc1OCC(=O)Nc1c(Cl)cccc1Cl,IC50,'=',10100,nM,5
"""CHEMBL1789994",,0,750.54,1,6.19,CC[N+](C)(CC)CCCCOc1ccc2c(c1)C(=O)c1cc(OCCCC[N+](C)(CC)CC)ccc1-2.[I-].[I-],IC50,'=',1240,nM,5.91
"""CHEMBL1209491",DAPHNORIN,0,514.44,2,0.88,COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',7560,nM,5.12
"""CHEMBL4852593",,0,615.74,2,4.91,COc1cc2c(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',1160,nM,5.94
"""CHEMBL4862781",,0,439.51,0,4.54,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCC(C(=O)NO)CC3)c2cc1OC,IC50,'=',2850,nM,5.54
"""CHEMBL4755253",,0,407.48,0,1.79,Nc1nccc2cc(CNC(=O)Cn3cnc(C(=O)NC4CCCCC4)n3)ccc12,IC50,,,,
"""CHEMBL4856110",,0,518.57,1,4.06,COc1cc2nc(-c3ccc(C)o3)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'=',2160,nM,5.67
"""CHEMBL4876823",,0,544.61,1,4.3,COc1cc2nc(-c3ccc(C)o3)cc(NCC3C4CCC3CN(c3ncc(C(=O)NO)cn3)C4)c2cc1OC,IC50,'=',1680,nM,5.78
"""CHEMBL4855710",,0,599.73,2,5.88,COc1cc2c(NC3CCN(c4ccc(C(=O)NO)cc4)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',691,nM,6.16
"""CHEMBL1564869",,0,334.33,0,2.46,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,IC50,'=',115,nM,6.94
"""CHEMBL4863011",,0,535.65,1,3.41,COc1cc2c(NC3CCN(c4ncc(C(=O)NO)cn4)CC3)cc(C)nc2cc1OCCCN1CCCC1,IC50,'=',2040,nM,5.69
"""CHEMBL4787257",,0,429.48,0,2.59,Cc1ccc(NC(=O)c2ncn(CC(=O)NCc3ccc4c(N)nccc4c3)n2)cc1C,IC50,,,,
"""CHEMBL4170114",,0,478.64,1,5.18,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',382,nM,6.42
"""CHEMBL4203133",,0,478.64,1,5.04,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OCC1CCN(C)CC1,IC50,'=',83,nM,7.08
"""CHEMBL4848955",,0,452.52,0,2.8,COc1cc2nc(C)cc(NCC3CCN(c4ncc(C(=O)NO)cn4)CC3)c2cc1OC,IC50,'>',10,nM,
"""CHEMBL4644275",,0,319.31,0,2.05,O=C(Cc1c(F)cccc1F)NCCC(=O)Nc1ccncc1,IC50,,,,
"""CHEMBL418052",S-ADENOSYLHOMOCYSTEINE,0,384.42,1,-1.44,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,IC50,'=',71,nM,7.15
"""CHEMBL3126653",,0,354.41,0,4.81,Nc1ccc(NC(=O)c2ccc(Nc3ccnc4ccccc34)cc2)cc1,IC50,'=',27900,nM,4.55
"""CHEMBL2441082",,0,546.71,2,5.02,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCC(F)(F)CC3)nc2cc1OCCCN1CCCC1,IC50,'>',50000,nM,
"""CHEMBL4171233",,0,506.69,2,5.96,COc1cc2c(NC3CCN(C(C)C)CC3)cc(-c3ccc(C)o3)nc2cc1OCCCN1CCCC1,IC50,'=',231,nM,6.64
