ID,SMILES_no_chiral,SMILES_chiral,NPL_score
FQNP502,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2,0.747
FQNP281,C=C(C)C(C)(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C5CCC4(O5)C3(C)CCC12C,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@]12C,2.665
FQNP553,C=C(C)C1(OO)CCC2(C)CCCC(C)(N=C=S)C2C1,C=C(C)[C@]1(OO)CC[C@@]2(C)CCC[C@@](C)(N=C=S)[C@@H]2C1,2.999
FQNP552,C=C(C)C1(O)CCC2(C)CCCC(C)(N=C=S)C2C1,C=C(C)[C@]1(O)CC[C@@]2(C)CCC[C@@](C)(N=C=S)[C@@H]2C1,2.841
FQNP639,COc1cc2c3c(c(SCCC(N)=O)c4c(OC)cccc4c3c1OC)NOC2=O,COc1cc2c3c(c(SCCC(N)=O)c4c(OC)cccc4c3c1OC)NOC2=O,0.265
FQNP640,COc1cc(C=CC(=O)CSc2c3c4c(cc(OC)c(OC)c4c4cccc(OC)c24)C(=O)ON3)ccc1O,COc1cc(C=CC(=O)CSc2c3c4c(cc(OC)c(OC)c4c4cccc(OC)c24)C(=O)ON3)ccc1O,0.651
FQNP262,Oc1cc(O)cc(O)c1,Oc1cc(O)cc(O)c1,0.771
FQNP315,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,0.704
FQNP314,Oc1cccc(CCc2cc(O)cc(O)c2)c1,Oc1cccc(CCc2cc(O)cc(O)c2)c1,0.656
FQNP394,Cc1cc(O)cc(O)c1,Cc1cc(O)cc(O)c1,0.868
FQNP513,Cc1coc2c(O)c3c(c(C)c12)C(C)CCC3,Cc1coc2c(O)c3c(c(C)c12)[C@@H](C)CCC3,1.64
FQNP608,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC3(C)OC3C21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC[C@@]3(C)O[C@H]3[C@H]21,2.219
FQNP605,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)C(=O)C21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CCC(C)C(=O)C21,1.827
FQNP257,Oc1cc2c(cc1O)C1c3ccc(O)c(O)c3OCC1(O)C2,Oc1cc2c(cc1O)[C@@H]1c3ccc(O)c(O)c3OC[C@]1(O)C2,2.202
FQNP258,Oc1ccc2c(c1)OCC1(O)Cc3cc(O)c(O)cc3C21,Oc1ccc2c(c1)OC[C@]1(O)Cc3cc(O)c(O)cc3[C@H]21,2.219
FQNP289,Cc1ccc(C(C)CCC2OC2(C)C)cc1O,Cc1ccc([C@H](C)CCC2OC2(C)C)cc1O,1.486
FQNP288,CC(C)=CCCC(C)c1ccc(C)c(O)c1,CC(C)=CCC[C@@H](C)c1ccc(C)c(O)c1,1.417
FQNP479,Cc1cc2c(C(C)C)ccc(C)c2cc1O,Cc1cc2c(C(C)C)ccc(C)c2cc1O,0.869
FQNP475,Cc1cc2c(cc1O)C1(O)Cc3c(c(C)cc4c(C(C)C)ccc(C)c34)OC1CC2C(C)C,Cc1cc2c(cc1O)[C@]1(O)Cc3c(c(C)cc4c(C(C)C)ccc(C)c34)O[C@@H]1C[C@H]2C(C)C,1.743
FQNP617,Cc1cc2c(cc1O)C(C)CCC2C(C)C,Cc1cc2c(cc1O)C(C)CC[C@@H]2C(C)C,1.863
FQNP384,CC(C)=CCCC(C)c1ccc(O)c(C)c1,CC(C)=CCC[C@@H](C)c1ccc(O)c(C)c1,1.418
FQNP146,Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)c(O)c1,0.35
FQNP615,CC1(C)CC2(C)C1CCC1(C)CC2(O)CCC1O,CC1(C)C[C@@]2(C)[C@H]1CC[C@@]1(C)C[C@]2(O)CCC1O,2.869
FQNP474,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,CC1=C[C@H]2[C@H](C(C)C)CC[C@](C)(O)[C@@H]2CC1,3.136
FQNP292,Oc1ccc(C23Oc4cc(O)cc(O)c4C(c4c(cc(O)c5c4OC(c4ccc(O)c(O)c4)C(O)C5)O2)C3O)cc1,Oc1ccc([C@]23Oc4cc(O)cc(O)c4[C@H](c4c(cc(O)c5c4O[C@H](c4ccc(O)c(O)c4)[C@@H](O)C5)O2)[C@H]3O)cc1,2.188
FQNP493,CC(C)C1CC2C(C3CC2(C)OO3)C(C)(O)C(O)C1,CC(C)[C@@H]1C[C@H]2[C@@H]([C@H]3C[C@]2(C)OO3)[C@@](C)(O)[C@H](O)C1,2.971
FQNP274,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,2.304
FQNP625,CC(C)C1C=CC(C)(O)C(O)C1O,CC(C)[C@H]1C=C[C@](C)(O)[C@H](O)[C@@H]1O,1.93
FQNP624,CC(C)C1C=CC(C)(O)C(O)C1O,CC(C)[C@H]1C=C[C@@](C)(O)[C@H](O)[C@@H]1O,1.93
FQNP604,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC(O)C(C)=CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1C[C@@H](O)C(C)=C[C@@H]21,2.29
FQNP607,C=C1CCC2C(c3c(O)cc(CCCCC)cc3OC2(C)C)C1O,C=C1CC[C@H]2[C@@H](c3c(O)cc(CCCCC)cc3OC2(C)C)[C@H]1O,2.16
FQNP398,C=CC(O)C#CC#CC(O)C=CCCCCCCC,C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,2.391
FQNP402,Cc1ccc2c(c1)OC1OC3(CCC21O)c1ccc(C)cc1OC3C,Cc1ccc2c(c1)OC1O[C@]3(CC[C@]21O)c1ccc(C)cc1O[C@@H]3C,1.658
FQNP26,C=C(C)C12OC1C1(C)C(=CC2O)CCC(O)C1C,C=C(C)[C@@]12O[C@@H]1[C@@]1(C)C(=C[C@@H]2O)CC[C@@H](O)[C@@H]1C,3.48
FQNP603,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)(O)C(O)C21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC[C@](C)(O)[C@@H](O)[C@@H]21,2.069
FQNP610,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)(O)C(O)C21,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC[C@](C)(O)[C@@H](O)[C@H]21,2.069
FQNP194,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,2.304
FQNP492,C=C1CC(O)C23C(C)CCC(CC12)C3(C)C,C=C1C[C@H](O)[C@@]23[C@H]1C[C@@H](CC[C@H]2C)C3(C)C,2.444
FQNP293,Oc1ccc(C2Oc3c(c(O)cc4c3C3c5c(O)cc6c(c5OC(c5ccc(O)cc5)(O4)C3O)C3c4c(O)cc(O)cc4OC(c4ccc(O)cc4)(O6)C3O)CC2O)cc1,Oc1ccc([C@H]2Oc3c(c(O)cc4c3[C@H]3c5c(O)cc6c(c5O[C@@](c5ccc(O)cc5)(O4)[C@H]3O)[C@H]3c4c(O)cc(O)cc4O[C@@](c4ccc(O)cc4)(O6)[C@@H]3O)C[C@@H]2O)cc1,1.422
FQNP374,Cc1ccc2c(c1)OC(O)C21CCC2(O)c3cccc(C)c3OC2O1,Cc1ccc2c(c1)O[C@H](O)[C@]21CC[C@@]2(O)c3cccc(C)c3O[C@H]2O1,1.711
FQNP576,C=CC1=C(C)C2OC(O)CC3C(C)(C)CCCC3(C)C2CC1,C=CC1=C(C)[C@@H]2O[C@@H](O)C[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,2.852
FQNP495,Cc1cccc(C)c1C1CC2C3CC4(C)OC5(CCC(C)CC5)C(C)C4C3(C)CCC2(C)C2(C)CCC(O)CC12,Cc1cccc(C)c1[C@H]1CC2[C@@H]3C[C@]4(C)OC5(CCC(C)CC5)[C@@H](C)[C@@H]4[C@@]3(C)CC[C@]2(C)[C@@]2(C)CC[C@H](O)C[C@H]12,1.815
FQNP144,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,2.681
FQNP324,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.039
FQNP348,C=C(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,3.246
FQNP143,CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.289
FQNP644,CCC(CCC(C)C1CCC2C3CC=C4C(C)(C)C(O)CCC4(C)C3CCC12C)C(C)C,CC[C@H](CCC(C)C1CCC2C3CC=C4C(C)(C)[C@@H](O)CC[C@]4(C)C3CC[C@]12C)C(C)C,2.781
FQNP275,C=C(C)C(C)(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,2.989
FQNP283,C=C(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,3.478
FQNP284,C=C(C)C(C)(C)CCC(C)C1CCC2(C)C3CCC4C(C)(CCC(O)C4(C)C)C3=CCC12C,C=C(C)C(C)(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,3.214
FQNP645,CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,C[C@@H]1C2C3=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC[C@H]1C,3.255
FQNP35,CC(O)C(O)CC1OCc2c(O)cccc21,C[C@H](O)[C@H](O)C[C@H]1OCc2c(O)cccc21,1.976
FQNP426,CC1CCC2C1C1C(CCC2(C)O)C1(C)CO,C[C@@H]1CC[C@H]2[C@@H]1C1[C@@H](CC[C@]2(C)O)[C@@]1(C)CO,3.237
FQNP202,CC1CCC2(CO)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C,3.281
FQNP322,OCCc1ccc(O)cc1,OCCc1ccc(O)cc1,0.811
FQNP583,OCCN1CC(O)C(O)C(O)C1CO,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1.648
FQNP574,C=CC1=C(CO)C2OC(O)CC3C(C)(C)CCCC3(C)C2CC1,C=CC1=C(CO)[C@@H]2O[C@@H](O)C[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1,2.929
FQNP613,CCC(C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,CCC(C=CC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C)C(C)C,2.85
FQNP614,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,0.677
FQNP480,CC1=C2CC(=O)C(C)CC2C(C(C)C)C=C1,CC1=C2CC(=O)C(C)CC2C(C(C)C)C=C1,1.692
FQNP643,CC1(C)[C-2]CCC(C)(O)C(O)CCC(C)(O)CC1,CC1(C)[C-2]CCC(C)(O)C(O)CCC(C)(O)CC1,1.746
FQNP508,CC1=CCCC(CO)=CCC2CCC(C)(O)C(CC1)C2(C)C,C/C1=C\CC/C(CO)=C/C[C@@H]2CC[C@](C)(O)[C@@H](CC1)C2(C)C,2.779
FQNP290,Cc1ccc(C(C)CCC(O)C(C)(C)O)cc1O,Cc1ccc([C@H](C)CCC(O)C(C)(C)O)cc1O,1.368
FQNP125,O=Cc1ccc(O)cc1,O=Cc1ccc(O)cc1,0.823
FQNP270,CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C=O)CCC12C,CC1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C=O)CC[C@]12C,2.64
FQNP346,C=C(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(OC=O)CCC45CC35CCC12C,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](OC=O)CC[C@@]45C[C@@]35CC[C@]12C,3.204
FQNP185,CC1=C2C(CCC1)C(=O)c1occ(C)c1C2(C)O,CC1=C2C(CCC1)C(=O)c1occ(C)c1[C@@]2(C)O,1.806
FQNP514,CC1=C2C(CCC1)C(=O)c1occ(C)c1C2(C)O,CC1=C2C(CCC1)C(=O)c1occ(C)c1[C@]2(C)O,1.806
FQNP599,Oc1cccc2cc3ccccc3cc12,Oc1cccc2cc3ccccc3cc12,0.252
FQNP561,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,1.293
FQNP600,O=C1CCC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c21,O=C1CCC2(Oc3cccc4cccc(c34)O2)c2cccc(O)c21,1.421
FQNP191,Cc1cc(O)c2c(c1)C(=O)c1c(O)cccc1C2=O,Cc1cc(O)c2c(c1)C(=O)c1c(O)cccc1C2=O,0.913
FQNP601,O=C1CCC2(Oc3cccc4cccc(c34)O2)c2c(O)ccc(O)c21,O=C1CCC2(Oc3cccc4cccc(c34)O2)c2c(O)ccc(O)c21,1.447
FQNP214,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,1.651
FQNP216,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1.226
FQNP317,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1.358
FQNP342,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1.194
FQNP140,O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12,1.978
FQNP117,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(-c3c(O)cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc34)c2)oc2cc(O)cc(O)c12,1.234
FQNP630,CC(C)=CCc1c2c(c(O)c3c1OC(c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,CC(C)=CCc1c2c(c(O)c3c1OC(c1ccc(O)cc1)CC3=O)C=CC(C)(C)O2,2.798
FQNP118,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,O=c1cc(-c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)oc2cc(O)cc(O)c12,1.184
FQNP119,O=C1CC(c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)Oc2cc(O)cc(O)c21,O=C1CC(c2ccc(O)c(-c3c(O)cc4oc(-c5ccc(O)cc5)cc(=O)c4c3O)c2)Oc2cc(O)cc(O)c21,1.578
FQNP319,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,1.991
FQNP36,C=C1OC(=O)C2(C(=O)C(O)CCC2C)C1O,C=C1OC(=O)[C@@]2(C(=O)C(O)CC[C@H]2C)[C@@H]1O,2.474
FQNP37,C=C1OC(=O)C2(C(=O)C(=O)CCC2C)C1O,C=C1OC(=O)[C@@]2(C(=O)C(=O)CCC2C)[C@H]1O,2.269
FQNP206,CC(C)c1c(O)c(O)c2c(c1O)C(=O)CC1C3(CCCC1(C)C(=O)O3)C2,CC(C)c1c(O)c(O)c2c(c1O)C(=O)CC1[C@]3(CCC[C@]1(C)C(=O)O3)C2,2.154
FQNP210,CC(C)=c1c(O)c(O)c2c(c1O)C=CC1C3(C=2)CCCC1(C)C(=O)O3,CC(C)=c1c(O)c(O)c2c(c1O)C=CC1[C@]3(C)CCC[C@@]1(C=2)OC3=O,1.824
FQNP204,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)C3(C)CCC(=O)C(C=2)C13,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)[C@@]3(C)CCC(=O)C(C=2)C13,1.395
FQNP203,CC(C)C1C(=O)C(O)c2cc3c4c(c(=O)c2C1O)OC(=O)C4(C)CCC3O,CC(C)c1c(O)c(O)c2c(c1O)C(=O)[C@@H]1OC(=O)[C@@]3(C)CCC(=O)C(C2)[C@@H]13,1.72
FQNP211,CC(C)c1c(O)c(O)c2cc3c4c(c(=O)c2c1O)OC(=O)C4(C)CCC3,CC(C)c1c(O)c(O)c2cc3c4c(c(=O)c2c1O)OC(=O)[C@@]4(C)CCC3,1.75
FQNP209,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)C3(C)CCCC(C=2)C13,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)[C@@]3(C)CCCC(C=2)C13,1.543
FQNP208,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)C3(C)CC=CC(C=2)C13,CC(C)=c1c(O)c(O)c2c(c1O)C=C1OC(=O)[C@@]3(C)CC=CC(C=2)C13,1.644
FQNP581,CC1(C)C=Cc2c(ccc3c2NC(=O)C32CC34NC(=O)C5(CCCN5C3=O)CC4C2(C)C)O1,CC1(C)C=Cc2c(ccc3c2NC(=O)[C@@]32C[C@@]34NC(=O)[C@]5(CCCN5C3=O)C[C@H]4C2(C)C)O1,2.291
FQNP477,CC1=CC(O)(C(C)C)C(=O)c2cc(C)c(O)cc21,CC1=C[C@@](O)(C(C)C)C(=O)c2cc(C)c(O)cc21,1.806
FQNP106,O=C1c2cc3ccoc3cc2OC2COc3cc4c(cc3C12)OCO4,O=C1c2cc3ccoc3cc2O[C@H]2COc3cc4c(cc3C12)OCO4,1.773
FQNP628,CC1(C)C=Cc2c(cc3occ(-c4cc5c(cc4O)OC(C)(C)CC5)c(=O)c3c2O)O1,CC1(C)C=Cc2c(cc3occ(-c4cc5c(cc4O)OC(C)(C)CC5)c(=O)c3c2O)O1,2.247
FQNP632,CC(C)=CCc1c2c(c(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc13)CCC(C)(C)O2,CC(C)=CCc1c2c(c(O)c3c(=O)c(O)c(-c4ccc(O)cc4)oc13)CCC(C)(C)O2,2.147
FQNP397,CCCC1OC(=O)C(O)CCC=CC(O)C1O,CCC[C@H]1OC(=O)C(O)CC/C=C/[C@H](O)[C@@H]1O,2.45
FQNP215,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccccc1,O=C1C(O)c2c(O)cc(O)cc2OC1c1ccccc1,1.401
FQNP51,C=CC(C)(C)C12Nc3c(O)cccc3C1(O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,C=CC(C)(C)[C@]12Nc3c(O)cccc3[C@@]1(O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,1.652
FQNP46,C=CC(C)(C)C12Nc3ccccc3C1(O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,C=CC(C)(C)[C@]12Nc3ccccc3[C@@]1(O)CC1C(=O)OC(Cc3ccccc3)C(=O)N12,1.68
FQNP271,CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(CO)CCC12C,CC1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(CO)CC[C@]12C,2.655
FQNP269,CC1C(=O)CCC2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C,CC1C(=O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,2.644
FQNP563,CC1C(=O)CC(O)C2C1(C)CCC1C2(C)CCC2(C)C3CC(C)(C)CCC3(C)CCC12C,CC1C(=O)C[C@@H](O)[C@@H]2[C@]1(C)CCC1[C@@]2(C)CC[C@@]2(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]12C,2.845
FQNP491,CC1=C2CC3CCC(C)C2(C(=O)C1)C3(C)C,CC1=C2C[C@H]3CC[C@@H](C)[C@]2(C(=O)C1)C3(C)C,1.948
FQNP356,CC1(C)Oc2ccc3ccc(=O)oc3c2C(O)C1O,CC1(C)Oc2ccc3ccc(=O)oc3c2[C@@H](O)[C@H]1O,2.214
FQNP252,O=c1ccc2ccc(O)cc2o1,O=c1ccc2ccc(O)cc2o1,1.106
FQNP501,CC(C)c1cc2cc3ccc(=O)oc3cc2o1,CC(C)c1cc2cc3ccc(=O)oc3cc2o1,0.584
FQNP496,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,2.142
FQNP499,C=C(C)C1Cc2cc3ccc(=O)oc3cc2O1,C=C(C)C1Cc2cc3ccc(=O)oc3cc2O1,1.483
FQNP527,O=c1ccc2cc(O)c(O)cc2o1,O=c1ccc2cc(O)c(O)cc2o1,1.028
FQNP396,CCCC1OC(=O)CCCC=CC(O)C1O,CCC[C@H]1OC(=O)CCC/C=C/[C@H](O)[C@@H]1O,2.598
FQNP395,CCCC1CC(O)C=CCCCC(=O)O1,CCC[C@@H]1C[C@@H](O)/C=C/CCCC(=O)O1,2.506
FQNP550,C=C(C)C1=CC(=O)C(C)=CC(=O)CC(C)Cc2cc(c(O)o2)CC1,C=C(C)C1=CC(=O)C(C)=CC(=O)CC(C)Cc2cc(c(O)o2)CC1,1.368
FQNP524,C=C(C)C1CCc2cc(oc2O)CC(C)=Cc2cc(C)c(o2)C1,C=C(C)[C@@H]1CCc2cc(oc2O)C/C(C)=C\c2cc(C)c(o2)C1,1.485
FQNP40,CC1OC(=O)c2c(O)cccc2C1O,CC1OC(=O)c2c(O)cccc2C1O,2.078
FQNP41,CC1OC(=O)c2c(O)cccc2C1O,CC1OC(=O)c2c(O)cccc2C1O,2.078
FQNP34,O=C1C=Cc2cccc(O)c2CO1,O=C1C=Cc2cccc(O)c2CO1,1.768
FQNP523,C=C(C)C1=CC(=O)C(C)CC(=O)C2OC2(C)Cc2cc(c(O)o2)CC1,C=C(C)C1=CC(=O)C(C)CC(=O)C2O[C@]2(C)Cc2cc(c(O)o2)CC1,1.818
FQNP434,CCCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.728
FQNP433,CCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.751
FQNP432,CCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.776
FQNP431,CCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.803
FQNP430,CCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.832
FQNP429,CCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.862
FQNP428,CCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,CCCCCCCCCCCCCCCCCCCCC1CCC(=O)O1,0.896
FQNP612,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,2.063
FQNP111,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CC[C@H]1C3=CC4C(=O)O/C(=C\CCC)[C@@]4(CC3)[C@@H]21,2.063
FQNP171,CCC=Cc1oc(O)c2ccccc12,CCC=Cc1oc(O)c2ccccc12,0.695
FQNP170,CCC=Cc1oc(O)c2c1CCC=C2,CCC=Cc1oc(O)c2c1CCC=C2,1.7
FQNP169,CCC=Cc1oc(O)c2c1CCC1C3=CC4C(=O)OC(=CCCC)C4(CC3)C21,CCC=Cc1oc(O)c2c1CC[C@@H]1C2[C@@]23CC[C@@H]1C=C2C(=O)O/C3=C\CCC,2.063
FQNP90,CCC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,0.595
FQNP91,CCC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC[C@H](C)[C@@H]1NC(=O)c2c1n(C)c1ccccc1c2=O,0.595
FQNP323,O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1.188
FQNP92,CC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,CC(C)C1NC(=O)c2c1n(C)c1ccccc1c2=O,0.46
FQNP93,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,Cn1c2c(c(=O)c3ccccc31)C(=O)NC2=O,-0.1
