ID,SMILES_no_chiral,SMILES_chiral,NPL_score
FQNP572,CCCCCCCCCC(=O)OC1C(OC2C(C)OC3OC4C(OC(CCCCC)CCCCCCCCCC(=O)OC3C2O)OC(C)C(O)C4O)OC(C)C(OC2OC(C)C(OC(=O)CCCCC)C(OC(=O)C=Cc3ccccc3)C2O)C1OC1OC(CO)C(O)C(O)C1O,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)CCCCC)[C@@H](OC(=O)/C=C/c3ccccc3)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.252
FQNP241,C=C1C(=O)OC2CC(C)=CCC(=O)C(C)(O)C(OC(C)=O)C(OC(=O)C(C)=CC)C12,C=C1C(=O)O[C@@H]2CC(C)=CCC(=O)[C@](C)(O)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)=CC)[C@@H]12,3.283
FQNP240,C=C(C)C(=O)OC1C2C(=C)C(=O)OC2CC(C)=CCC(=O)C(C)(O)C1OC(C)=O,C=C(C)C(=O)O[C@H]1[C@H]2C(=C)C(=O)O[C@@H]2CC(C)=CCC(=O)[C@](C)(O)[C@@H]1OC(C)=O,3.067
FQNP161,C=C1C(=O)OC2CC(C)=CCC(=O)C(C)(O)C(OC(C)=O)C(OC(=O)C(C)=CC)C12,C=C1C(=O)O[C@@H]2CC(C)=CCC(=O)[C@](C)(O)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)=CC)[C@@H]12,3.283
FQNP162,C=C1C(=O)OC2CC(C)=CCC(=O)C(C)(O)C(OC(C)=O)C(OC(=O)C(C)=CC)C12,C=C1C(=O)O[C@@H]2CC(C)=CCC(=O)[C@](C)(O)[C@H](OC(C)=O)[C@@H](OC(=O)C(C)=CC)[C@@H]12,3.283
FQNP82,CCCCCCCCCCCC(=O)OC1C(OC2C(C)OC3OC4C(OC(CCCCC)CCCCCCCCCC(=O)OC3C2O)OC(C)C(O)C4O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C1OC1OC(C)C(O)C(O)C1OC(=O)CCCCCCCCCC(CCCCC)OC1OC(C)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(OC3OC(C)C(OC(=O)C(C)CC)C(OC(=O)C=Cc4ccccc4)C3O)C(OC3CC(C)C(O)C(O)C3O)C2O)C(O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1OC(=O)CCCCCCCCC[C@H](CCCCC)O[C@@H]1O[C@H](C)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C/c4ccccc4)[C@H]3O)[C@@H](O[C@@H]3C[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H]1O,0.935
FQNP573,CCCCCCCCCCCC(=O)OC1C(OC2C(C)OC(OC3C(OC(CCCCC)CCCCCCCCCC(=O)OC4C(CO)OC(OC5C(OC6OC(C)C(OC(=O)C(C)CC)C(O)C6OC(=O)C=Cc6ccccc6)C(C)OC(OC6C(C)OC7OC8C(OC(CCCCC)CCCCCCCCCC(=O)OC7C6O)OC(C)C(O)C8O)C5OC(=O)CCCCCCCCCCC)C(O)C4O)OC(C)C(O)C3O)C(O)C2O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(OC(=O)C=Cc3ccccc3)C2O)C1OC1OC(CO)C(O)C(O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]3O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]5OC(=O)/C=C/c5ccccc5)[C@H](C)O[C@@H](O[C@H]5[C@H](C)O[C@H]6O[C@@H]7[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]7O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]6[C@@H]5O)[C@@H]4OC(=O)CCCCCCCCCCC)[C@H](O)[C@H]3O)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](OC(=O)/C=C/c3ccccc3)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.802
FQNP80,CCCCCCCCCCCC(=O)OC1C(O)C(C)OC(OC2C(C)OC(OC3C4OC(COC(C)=O)C(O)C3OC(=O)CC(OC3OC(C)C(O)C(O)C3O)CCCCCCCC(CCC)OC3OC(C)C(O)C(O)C3O4)C(OC(=O)C(C)CC)C2OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(OC(=O)C(C)CC)C2O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@@H](O)[C@@H](C)O[C@@H](O[C@H]2[C@H](C)O[C@@H](O[C@H]3[C@H]4O[C@H](COC(C)=O)[C@@H](O)[C@@H]3OC(=O)C[C@@H](O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)CCCCCCC[C@H](CCC)O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O4)[C@H](OC(=O)C(C)CC)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](OC(=O)C(C)CC)[C@H]2O)[C@@H]1O,1.2
FQNP571,CCCCCCCCCC(=O)OC1C(OC2C(C)OC3OC4C(OC(CCCCC)CCCCCCCCCC(=O)OC3C2O)OC(C)C(O)C4O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2OC(=O)C=Cc2ccccc2)C1OC1OC(CO)C(O)C(O)C1O,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@@H]3[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2OC(=O)/C=C/c2ccccc2)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.384
FQNP507,CCCCCCCCCC(=O)OC1C(OC2C(C)OC3OC4C(OC(CCCCC)CCCCCCCCCC(=O)OC2C3O)OC(C)C(O)C4O)OC(C)C(OC2OC(C)C(OC(=O)C(C)CC)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,CCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@H]3O[C@@H]4[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]4O[C@@H](CCCCC)CCCCCCCCCC(=O)O[C@H]2[C@H]3O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](OC(=O)C(C)CC)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,1.275
FQNP517,CC(=O)OC12C(OC(=O)C(C(C)C)N(C)C)C(C)C3(O)C4=C(CC(CO)=CC3C1(C)C2(C)C)C(=O)C(C)C4,CC(=O)O[C@@]12[C@H](OC(=O)C(C(C)C)N(C)C)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)CC4C(=O)C(C)=C[C@H]43)[C@]1(C)C2(C)C,1.793
FQNP268,C=C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C2C1C,C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]2[C@@H]1C,3.129
FQNP565,CC(=O)OC1CCC2(C)C3CCC4(C)C(=CCC5(C(=O)O)CCC(C)(C)CC45)C3(C)CCC2C1(C)C,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@]3(C)C4=CC[C@@]5(C(=O)O)CCC(C)(C)C[C@H]5[C@]4(C)CC[C@@H]32)C1(C)C,2.906
FQNP349,C=C(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)C(OC(C)=O)CCC45CC35CCC12C,C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)[C@@H](OC(C)=O)CC[C@@]45C[C@@]35CC[C@]12C,3.135
FQNP377,C=C1C(=O)OC2C1CCC(=C)C1CC(OC(=O)CC(C)C)C(=C)C12,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1C[C@H](OC(=O)CC(C)C)C(=C)[C@H]21,2.951
FQNP376,C=C1C(=O)OC2C1CCC(=C)C1CC(OC(=O)C(C)C)C(=C)C12,C=C1C(=O)O[C@H]2C1CCC(=C)[C@@H]1C[C@H](OC(=O)C(C)C)C(=C)[C@H]21,3.068
FQNP439,COc1cccc(OC)c1C(=O)OCc1ccccc1,COc1cccc(OC)c1C(=O)OCc1ccccc1,-0.264
FQNP441,COc1cccc(O)c1C(=O)OCc1ccccc1,COc1cccc(O)c1C(=O)OCc1ccccc1,0.051
FQNP442,COc1ccc(OC)c(C(=O)OCc2ccccc2)c1OC,COc1ccc(OC)c(C(=O)OCc2ccccc2)c1OC,-0.002
FQNP443,COc1ccc(O)c(C(=O)OCc2ccccc2)c1OC,COc1ccc(O)c(C(=O)OCc2ccccc2)c1OC,0.243
FQNP444,COc1cccc(COC(=O)c2c(OC)cccc2OC)c1,COc1cccc(COC(=O)c2c(OC)cccc2OC)c1,-0.361
FQNP440,COc1cccc(COC(=O)c2c(O)cccc2OC)c1,COc1cccc(COC(=O)c2c(O)cccc2OC)c1,-0.081
FQNP437,COc1cccc(OC)c1C(=O)OCc1cccc(O)c1,COc1cccc(OC)c1C(=O)OCc1cccc(O)c1,0.059
FQNP438,COc1ccccc1COC(=O)c1ccccc1O,COc1ccccc1COC(=O)c1ccccc1O,-0.193
FQNP207,CC(=O)OCC1(C)CCCC2(C)c3c(cc(C(C)C)c(O)c3O)C(=O)CC12,CC(=O)OC[C@]1(C)CCC[C@]2(C)c3c(cc(C(C)C)c(O)c3O)C(=O)CC21,2.386
FQNP198,O=C(OCC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O)c1ccccc1,O=C(OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@H]1O)c1ccccc1,1.646
FQNP648,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)CO,0.524
FQNP94,O=C(NC(COC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)Cc1ccccc1)c1ccccc1,O=C(NC(Cc1ccccc1)C(=O)OC[C@H](Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,-0.142
FQNP123,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,0.297
FQNP122,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,0.311
FQNP121,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,CCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=Cc1ccc(O)cc1,0.328
FQNP609,CCCCCc1cc2c(c(O)c1C(=O)O)C1C=C(COC(C)=O)CCC1C(C)(C)O2,CCCCCc1cc2c(c(O)c1C(=O)O)[C@H]1C=C(COC(C)=O)CC[C@@H]1C(C)(C)O2,2.105
FQNP409,CC=C(C)C(=O)OCC(O)(COC(C)=O)c1ccc(C)cc1O,CC=C(C)C(=O)OCC(O)(COC(C)=O)c1ccc(C)cc1O,1.525
FQNP405,CC=C(C)C(=O)OCC(O)(COC(=O)C(C)=CC)c1ccc(C)cc1O,CC=C(C)C(=O)OCC(O)(COC(=O)C(C)=CC)c1ccc(C)cc1O,1.13
FQNP406,CC=C(C)C(=O)OCC(O)(CO)c1ccc(C)cc1O,CC=C(C)C(=O)OCC(O)(CO)c1ccc(C)cc1O,1.679
FQNP373,CC(=O)OCC(=O)c1ccc(C)cc1O,CC(=O)OCC(=O)c1ccc(C)cc1O,0.091
FQNP521,C=C(COC(C)=O)C1Cc2oc(cc2C=O)C2OC2(C)CC2OC(=O)C3(OC23)C(OC(C)=O)C1,C=C(COC(C)=O)[C@H]1Cc2oc(cc2C=O)[C@H]2O[C@]2(C)C[C@@H]2OC(=O)[C@]3(O[C@@H]23)[C@H](OC(C)=O)C1,3.039
FQNP518,CC(=O)OC12C(OC(=O)C(C(C)C)N(C)C)C(C)C3(O)C4=C(CC(CO)=CC3C1C2(C)C)C(=O)C(C)C4,CC(=O)OC12C(OC(=O)C(C(C)C)N(C)C)C(C)C3(O)C4=C(CC(CO)=CC3C1C2(C)C)C(=O)C(C)C4,2.226
FQNP519,CC(=O)OC12C(OC(=O)C(C(C)C)N(C)C)C(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,CC(=O)OC12C(OC(=O)C(C(C)C)N(C)C)C(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,2.768
FQNP509,CC(=O)OCC1=CCC2CCC(C)(O)C(CCC(C)=CCC1)C2(C)C,CC(=O)OC/C1=C\C[C@@H]2CC[C@](C)(O)[C@@H](CC/C(C)=C/CC1)C2(C)C,2.528
FQNP381,C=C1C(=O)OC2CC(COC(=O)CC(C)C)=CC=CC(C)CCC12,C=C1C(=O)O[C@@H]2C/C(COC(=O)CC(C)C)=C\C=C/C(C)CC[C@@H]12,2.397
FQNP382,C=C1C(=O)OC2CC(COC(=O)C(C)C)=CC=CC(C)CCC12,C=C1C(=O)O[C@@H]2C/C(COC(=O)C(C)C)=C\C=C/C(C)CC[C@@H]12,2.513
FQNP344,COC(=O)c1ccc(O)cc1,COC(=O)c1ccc(O)cc1,0.233
FQNP260,COC(=O)c1cc(O)c(O)c(O)c1,COC(=O)c1cc(O)c(O)c(O)c1,0.711
FQNP419,COC(=O)c1cccc2oc3cc(C)cc(O)c3c(=O)c12,COC(=O)c1cccc2oc3cc(C)cc(O)c3c(=O)c12,0.78
FQNP393,COC(=O)c1c(C)cc(O)cc1O,COC(=O)c1c(C)cc(O)cc1O,1.029
FQNP391,COC(=O)c1c(C)cc(O)c(C=O)c1O,COC(=O)c1c(C)cc(O)c(C=O)c1O,1.21
FQNP450,COC(=O)C12CCC3(C)C4=CCC(=O)OCC4(C(C)O)C(O)C(O)C3C1(C)CCC1(C)CC=C(C)CC12O,COC(=O)[C@@]12CC[C@@]3(C)C4=CCC(=O)OC[C@]4([C@@H](C)O)[C@@H](O)[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O,2.756
FQNP448,COC(=O)C12CCC3(C)C4=CCC(=O)OCC4(C(C)O)CC(O)C3C1(C)CCC1(C)CC=C(C)CC12O,COC(=O)[C@@]12CC[C@@]3(C)C4=CCC(=O)OC[C@]4([C@@H](C)O)C[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CC=C(C)C[C@]12O,2.822
FQNP454,C=C1CCC2(C)CCC3(C)C4C(O)C(O)C5(C(C)O)COC(=O)C=CC5C4(C)CCC3(C(=O)OC)C2(O)C1,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)[C@H](O)[C@@]5([C@@H](C)O)COC(=O)C=CC5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1,3.366
FQNP456,COC(=O)C12CCC3(C)C4=CCC(=O)OCC4(C(C)O)CC(O)C3C1(C)CCC1(C)CCC(C)=CC12O,COC(=O)[C@@]12CC[C@@]3(C)C4=CCC(=O)OC[C@]4([C@@H](C)O)C[C@@H](O)[C@@H]3[C@@]1(C)CC[C@@]1(C)CCC(C)=C[C@@]21O,2.674
FQNP452,C=C1CCC2(C)CCC3(C)C4C(O)CC5(C(C)O)COC(=O)C=CC5C4(C)CCC3(C(=O)OC)C2(O)C1,C=C1CC[C@]2(C)CC[C@]3(C)[C@H]4[C@H](O)C[C@@]5([C@@H](C)O)COC(=O)C=CC5[C@]4(C)CC[C@@]3(C(=O)OC)[C@]2(O)C1,3.399
FQNP192,COC(=O)C12Oc3cccc(O)c3C(=O)C1=C(OC)OC=C(C)C2=O,COC(=O)[C@]12Oc3cccc(O)c3C(=O)C1=C(OC)OC=C(C)C2=O,1.282
FQNP53,C=CC(C)(C)C1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)OC)C(=O)Nc2c(O)cccc21,C=CC(C)(C)[C@]1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)OC)C(=O)Nc2c(O)cccc21,1.238
FQNP424,COC(=O)Cc1ccc(O)cc1,COC(=O)Cc1ccc(O)cc1,0.299
FQNP230,COC(=O)CC1C(C)(C)C(OC(C)=O)C2(O)C(=O)C1(C)C1CCC3(C)C(c4ccoc4)OC(=O)CC3C13OC23,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@@]2(O)C(=O)[C@]1(C)C1CC[C@]3(C)C(CC(=O)O[C@H]3c3ccoc3)[C@]13O[C@@H]32,2.958
FQNP229,COC(=O)CC1C(C)(C)C(OC(C)=O)C2(O)C=C3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O,COC(=O)C[C@H]1C(C)(C)[C@H](OC(C)=O)[C@]2(O)C=C3C(CC[C@]4(C)C3CC(=O)O[C@H]4c3ccoc3)[C@@]1(C)C2=O,2.745
FQNP591,COC(=O)CC(C)CCC1C(C)=CCC2C(C)(C)CCCC12C,COC(=O)C[C@@H](C)CC[C@H]1C(C)=CC[C@H]2C(C)(C)CCC[C@@]21C,2.528
FQNP506,CCCCCCCCCCCC(=O)OC1C(OC2C(C)OC(OC3C(OC(CCCCC)CCCCCCCCCC(=O)OC)OC(C)C(O)C3O)C(O)C2O)OC(C)C(OC2OC(C)C(O)C(O)C2O)C1OC1OC(C)C(O)C(O)C1O,CCCCCCCCCCCC(=O)O[C@H]1[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]3O[C@@H](CCCCC)CCCCCCCCCC(=O)OC)[C@H](O)[C@@H]2O)O[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,0.814
FQNP335,CCCCCC(CCCCCCCCCC(=O)OC)OC1OC(C)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(O)C(O)C2O)C(CC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C1O,CCCCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](C[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,1.019
FQNP334,CCCC(CCCCCCCCCC(=O)OC)OC1OC(C)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1OC1OC(C)C(OC2OC(C)C(O)C(O)C2O)C(CC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C1O,CCCC(CCCCCCCCCC(=O)OC)O[C@@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)[C@@H](C[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,1.071
FQNP465,COC(=O)CC1CCCC(CCCCCCCCCCc2ccccc2)O1,COC(=O)CC1CCCC(CCCCCCCCCCc2ccccc2)O1,0.572
FQNP467,CCCCCCCCCCCCCCC1CCC(CC(=O)OC)O1,CCCCCCCCCCCCCCC1CCC(CC(=O)OC)O1,0.802
FQNP466,CCCCCCCCCCCCCC1CCCC(CC(=O)OC)O1,CCCCCCCCCCCCCC1CCCC(CC(=O)OC)O1,0.739
FQNP569,COC(=O)CC1(O)C=CC(=O)C=C1,COC(=O)CC1(O)C=CC(=O)C=C1,1.947
FQNP378,C=CC(OC(=O)C(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1,C=CC(OC(=O)C(C)C)c1ccc(OC(=O)C(C)C)c(OC)c1,0.766
FQNP544,CC=C(C)C(=O)OC(C)(C)C1Cc2c(cc3oc(C)cc(=O)c3c2OC)O1,CC=C(C)C(=O)OC(C)(C)[C@@H]1Cc2c(cc3oc(C)cc(=O)c3c2OC)O1,2.608
FQNP476,Cc1ccc(C(C)C)c2cc(C(=O)O)ccc12,Cc1ccc(C(C)C)c2cc(C(=O)O)ccc12,0.269
FQNP261,O=C(O)c1cc(O)c(O)c(O)c1,O=C(O)c1cc(O)c(O)c(O)c1,0.981
FQNP266,COc1cccc(O)c1C(=O)O,COc1cccc(O)c1C(=O)O,0.619
FQNP267,COc1ccccc1C(=O)O,COc1ccccc1C(=O)O,-0.253
FQNP150,CCCCCCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,CCCCCCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,0.439
FQNP148,CCC=CCCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,CC/C=C\CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,0.918
FQNP151,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,0.51
FQNP149,CCCCCCC=CCCCCCCCc1cccc(O)c1C(=O)O,CCCCCC/C=C\CCCCCCCc1cccc(O)c1C(=O)O,0.928
FQNP646,CC1(C)C=C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1,CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC1,2.733
FQNP154,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@@H](O)C(C)(C)C5CC[C@]43C)C2C1,3.272
FQNP564,CC1(C)CCC2(C)CCC3(C)C4CCC5(C)C(C(=O)O)C(O)CCC5C4(C)CCC3(C)C2C1,CC1(C)CC[C@]2(C)CC[C@]3(C)C4CC[C@@]5(C)[C@@H](CC[C@H](O)[C@@H]5C(=O)O)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,2.418
FQNP562,C=CC1C(C)(C(C)C(=O)O)CCC2C1(C)CCC1(C)C3CC(C)(C)CCC3(C)CCC21C,C=C[C@@H]1[C@@](C)(C(C)C(=O)O)CC[C@H]2[C@@]1(C)CC[C@@]1(C)[C@@H]3CC(C)(C)CC[C@]3(C)CC[C@]21C,2.499
FQNP265,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1C,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.133
FQNP201,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.186
FQNP647,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,3.186
FQNP637,C=C(C=O)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C12,C=C(C=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@@H](O)[C@@](C)(CO)C5CC[C@]43C)C12,3.114
FQNP636,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C12,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@@H](O)[C@](C)(CO)C5CC[C@]43C)C12,3.023
FQNP638,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC6OC(C)(C)OCC6(C)C5CCC43C)C12,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H]6OC(C)(C)OC[C@@]6(C)C5CC[C@]43C)C12,2.833
FQNP287,CC1(C(=O)O)CCCC2(C)C3CC4C5CC3(CCC12)CC45C,C[C@@]12CCC[C@@](C)(C(=O)O)[C@H]1CC[C@@]13C[C@@H]4[C@@H](C[C@H]12)[C@@]4(C)C3,3.388
FQNP49,C=CC(C)(C)C1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)O)C(=O)Nc2ccccc21,C=CC(C)(C)[C@]1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)O)C(=O)Nc2ccccc21,1.23
FQNP48,C=CC(C)(C)C1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)O)C(=O)Nc2c(O)cccc21,C=CC(C)(C)[C@]1(CC(NC(=O)C(O)Cc2ccccc2)C(=O)O)C(=O)Nc2c(O)cccc21,1.364
FQNP50,C=CC(C)(C)c1[nH]c2ccccc2c1CC(NC(=O)C(O)Cc1ccccc1)C(=O)O,C=CC(C)(C)c1[nH]c2ccccc2c1CC(NC(=O)C(O)Cc1ccccc1)C(=O)O,1.066
